split,rxn_idx,step_idx_forward,th_status,th_event_types,th_error,mech_smi_min,mech_smi_min_th,target_smiles_for_validation
train,11,2,added_mix,planar_to_tetrahedral,,"C1=CC2=CN=CC=C2C([NH2:1])=C1.O=[N+](O)C1=C(SC2=C(Cl)C=NC=C2Cl)SC([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])=C1|(1, 2);((2, 3), 3)","C1=CC2=CN=CC=C2C([NH2:1])=C1.O=[N+](O)C1=C(SC2=C(Cl)C=NC=C2Cl)SC([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])=C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",O=[N+](O)C1=C(SC2=C(Cl)C=NC=C2Cl)SC(C([O-])(OC(NC2CCCCC2)=[N:1]C2CCCCC2)[NH+:2](C2=CC=CC3=CN=CC=C32)[H:3])=C1
train,9994,1,added_mix,planar_to_tetrahedral,,"COC(=O)[CH+:1]C.ClC1=CN=C(OC2=CC=C([OH:2])C=C2)C(Cl)=C1|(2, 1)","COC(=O)[CH+:1]C.ClC1=CN=C(OC2=CC=C([OH:2])C=C2)C(Cl)=C1|(2, 1)|TH(1,'mix',())",COC(=O)C(C)[OH+]C1=CC=C(OC2=NC=C(Cl)C=C2Cl)C=C1
train,994,0,added_mix,planar_to_tetrahedral,,"CN1N=C(C2=CC=CS2)C=C1[NH2:1].FC(F)(F)C1=CC=C([C:2](Cl)=[O:3])C=C1|(1, 2);((2, 3), 3)","CN1N=C(C2=CC=CS2)C=C1[NH2:1].FC(F)(F)C1=CC=C([C:2](Cl)=[O:3])C=C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",CN1N=C(C2=CC=CS2)C=C1[NH2+][C:1](C1=CC=C(C(F)(F)F)C=C1)([O-:2])[Cl:3]
train,10007,0,added_mix,planar_to_tetrahedral,,"CC(C)(C)OC(=O)O[C:1](OC(C)(C)C)=[O:2].COC1=CC=C(CC2C3=CC(OC)=C(OC)C=C3SCC[NH:3]2)C=C1OC|(3, 1);((1, 2), 2)","CC(C)(C)OC(=O)O[C:1](OC(C)(C)C)=[O:2].COC1=CC=C(CC2C3=CC(OC)=C(OC)C=C3SCC[NH:3]2)C=C1OC|(3, 1);((1, 2), 2)|TH(1,'mix',())",COC1=CC=C(CC2C3=CC(OC)=C(OC)C=C3SCC[NH+]2[C:1](OC(C)(C)C)([O-:2])[O:3]C(=O)OC(C)(C)C)C=C1OC
train,10006,0,added_mix,planar_to_tetrahedral,,"CC[C:1](C1=NOC(COC2=CC=C(Cl)C=C2Cl)=N1)=[O:2].O[NH2:3].[H+:4]|(3, 1);((1, 2), 4)","CC[C:1](C1=NOC(COC2=CC=C(Cl)C=C2Cl)=N1)=[O:2].O[NH2:3].[H+:4]|(3, 1);((1, 2), 4)|TH(1,'mix',())",CCC(C1=NOC(COC2=CC=C(Cl)C=C2Cl)=N1)([NH+:1](O)[H:2])[OH:3]
train,10021,2,added_mix,planar_to_tetrahedral,,"CC1=NN=C(C2=CC(C3=CC=C([C:1](OC(=NC4CCCCC4)NC4CCCCC4)=[O:2])C=C3)=C(C)C=C2)O1.ClC1=CC=C(C[NH2:3])C=C1|(3, 1);((1, 2), 2)","CC1=NN=C(C2=CC(C3=CC=C([C:1](OC(=NC4CCCCC4)NC4CCCCC4)=[O:2])C=C3)=C(C)C=C2)O1.ClC1=CC=C(C[NH2:3])C=C1|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC1=NN=C(C2=CC(C3=CC=C(C([O-])(OC(NC4CCCCC4)=[N:1]C4CCCCC4)[NH+:2](CC4=CC=C(Cl)C=C4)[H:3])C=C3)=C(C)C=C2)O1
train,10050,2,added_mix,planar_to_tetrahedral,,"CN(C)C1=CC=C([C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])C2=C1C=CC=C2.COC1=CC=C(C2=NN(C3CC[NH:3]CC3)C(=O)C2(C)C)C=C1OC|(3, 1);((1, 2), 2)","CN(C)C1=CC=C([C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])C2=C1C=CC=C2.COC1=CC=C(C2=NN(C3CC[NH:3]CC3)C(=O)C2(C)C)C=C1OC|(3, 1);((1, 2), 2)|TH(1,'mix',())",COC1=CC=C(C2=NN(C3CC[N+:1](C([O-])(OC(NC4CCCCC4)=[N:2]C4CCCCC4)C4=CC=C(N(C)C)C5=C4C=CC=C5)([H:3])CC3)C(=O)C2(C)C)C=C1OC
train,10025,0,added_mix,planar_to_tetrahedral,,"C[S:1](C)=[O:2].O=C(Cl)[C:3](Cl)=[O:4]|((1, 2), 3);((3, 4), 4)","C[S:1](C)=[O:2].O=C(Cl)[C:3](Cl)=[O:4]|((1, 2), 3);((3, 4), 4)|TH(3,'mix',())",C[S+](C)O[C:1](C(=O)Cl)([O-:2])[Cl:3]
train,10046,2,added_mix,planar_to_tetrahedral,,"C1=CC(C2([C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])CCOCC2)=CC=C1OCCCN1CCOCC1.C[NH2:3]|(3, 1);((1, 2), 2)","C1=CC(C2([C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])CCOCC2)=CC=C1OCCCN1CCOCC1.C[NH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",C[NH+:1](C([O-])(OC(NC1CCCCC1)=[N:2]C1CCCCC1)C1(C2=CC=C(OCCCN3CCOCC3)C=C2)CCOCC1)[H:3]
train,10017,1,added_mix,planar_to_tetrahedral,,"CN1CCC(C2=CC=CC=C2CC2=CC=CC=C2)([O-:1])CC1.Cl[C:2](C1=CC=CC=C1)=[O:3]|(1, 2);((2, 3), 3)","CN1CCC(C2=CC=CC=C2CC2=CC=CC=C2)([O-:1])CC1.Cl[C:2](C1=CC=CC=C1)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",CN1CCC(O[C:1](C2=CC=CC=C2)([O-:2])[Cl:3])(C2=CC=CC=C2CC2=CC=CC=C2)CC1
train,10059,2,added_mix,planar_to_tetrahedral,,"COC1=C([C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])C=CC(F)=C1.O=C1C=C(C2=CC=NC=C2)N=C2C([NH2:3])COCCN12|(3, 1);((1, 2), 2)","COC1=C([C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])C=CC(F)=C1.O=C1C=C(C2=CC=NC=C2)N=C2C([NH2:3])COCCN12|(3, 1);((1, 2), 2)|TH(1,'mix',())",COC1=C(C([O-])(OC(NC2CCCCC2)=[N:1]C2CCCCC2)[NH+:2](C2COCCN3C(=O)C=C(C4=CC=NC=C4)N=C23)[H:3])C=CC(F)=C1
train,10032,2,added_mix,planar_to_tetrahedral,,"ClCC[OH:1].OC1=CC([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])=CC=C1|(1, 2);((2, 3), 3)","ClCC[OH:1].OC1=CC([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])=CC=C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",[O-]C(OC(NC1CCCCC1)=[N:1]C1CCCCC1)(C1=CC=CC(O)=C1)[O+:2](CCCl)[H:3]
train,10077,2,added_mix,planar_to_tetrahedral,,"COC(=O)C(P(=O)(OC)OC)[NH2:1].O=C(NCC1=CC=CC(O)=C1)C1=CC=C([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])C(Br)=C1|(1, 2);((2, 3), 3)","COC(=O)C(P(=O)(OC)OC)[NH2:1].O=C(NCC1=CC=CC(O)=C1)C1=CC=C([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])C(Br)=C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",COC(=O)C(P(=O)(OC)OC)[NH+:1](C([O-])(OC(NC1CCCCC1)=[N:2]C1CCCCC1)C1=CC=C(C(=O)NCC2=CC=CC(O)=C2)C=C1Br)[H:3]
train,10031,0,added_mix,planar_to_tetrahedral,,"C[C:1](C1=CC=CN=C1)=[O:2].O[NH2:3].[H+:4]|(3, 1);((1, 2), 4)","C[C:1](C1=CC=CN=C1)=[O:2].O[NH2:3].[H+:4]|(3, 1);((1, 2), 4)|TH(1,'mix',())",CC(C1=CC=CN=C1)([NH+:1](O)[H:2])[OH:3]
train,1004,1,added_mix,planar_to_tetrahedral,,"C[C:1](Cl)=[O:2].FC(F)(F)COC1(C2=CC([O-:3])=CC=C2)OOC12C1CC3CC(C1)CC2C3|(3, 1);((1, 2), 2)","C[C:1](Cl)=[O:2].FC(F)(F)COC1(C2=CC([O-:3])=CC=C2)OOC12C1CC3CC(C1)CC2C3|(3, 1);((1, 2), 2)|TH(1,'mix',())",C[C:1](OC1=CC=CC(C2(OCC(F)(F)F)OOC23C2CC4CC(C2)CC3C4)=C1)([O-:2])[Cl:3]
train,10035,1,added_mix,planar_to_tetrahedral,,"CC(C)(C)[C:1](Cl)=[O:2].NC1=NC(C2=CC=CC=C2)=C(CC[O-:3])C2=NC=NN12|(3, 1);((1, 2), 2)","CC(C)(C)[C:1](Cl)=[O:2].NC1=NC(C2=CC=CC=C2)=C(CC[O-:3])C2=NC=NN12|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC(C)(C)[C:1](OCCC1=C(C2=CC=CC=C2)N=C(N)N2N=CN=C12)([O-:2])[Cl:3]
train,10039,0,added_mix,planar_to_tetrahedral,,"CC(C)(C)OC(=O)NC1=CC=C(OC(F)(F)F)C=C1[NH2:1].CC(C)(C)O[C:2](CC(=O)C1=CC=CC(C2=CC=C(C3CC3)N=C2)=C1)=[O:3]|(1, 2);((2, 3), 3)","CC(C)(C)OC(=O)NC1=CC=C(OC(F)(F)F)C=C1[NH2:1].CC(C)(C)O[C:2](CC(=O)C1=CC=CC(C2=CC=C(C3CC3)N=C2)=C1)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",CC(C)(C)OC(=O)NC1=CC=C(OC(F)(F)F)C=C1[NH2+][C:1](CC(=O)C1=CC=CC(C2=CC=C(C3CC3)N=C2)=C1)([O-:2])[O:3]C(C)(C)C
train,10033,0,added_mix,planar_to_tetrahedral,,"CC(=O)OC[C:1](Cl)=[O:2].O=C1OC(=O)N(CC2=CC=NC([NH2:3])=C2)C2=CC=CC=C12|(3, 1);((1, 2), 2)","CC(=O)OC[C:1](Cl)=[O:2].O=C1OC(=O)N(CC2=CC=NC([NH2:3])=C2)C2=CC=CC=C12|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC(=O)OC[C:1]([NH2+]C1=CC(CN2C(=O)OC(=O)C3=CC=CC=C32)=CC=N1)([O-:2])[Cl:3]
train,10055,2,added_mix,planar_to_tetrahedral,,"CC(C)(C)C1=CC=C(C[NH:1]CCC2=CC=C(F)C=C2)C=C1.FC1=CC=C2C=CNC2=C1[C:2](OC(=NC1CCCCC1)NC1CCCCC1)=[O:3]|(1, 2);((2, 3), 3)","CC(C)(C)C1=CC=C(C[NH:1]CCC2=CC=C(F)C=C2)C=C1.FC1=CC=C2C=CNC2=C1[C:2](OC(=NC1CCCCC1)NC1CCCCC1)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",CC(C)(C)C1=CC=C(C[N+:1](CCC2=CC=C(F)C=C2)(C([O-])(OC(NC2CCCCC2)=[N:2]C2CCCCC2)C2=C(F)C=CC3=C2NC=C3)[H:3])C=C1
train,10061,0,added_mix,planar_to_tetrahedral,,"FC1=CC=C([C:1](CCCCl)=[O:2])C=C1.N[NH2:3].[H+:4]|(3, 1);((1, 2), 4)","FC1=CC=C([C:1](CCCCl)=[O:2])C=C1.N[NH2:3].[H+:4]|(3, 1);((1, 2), 4)|TH(1,'mix',())",N[NH+:1](C(CCCCl)(C1=CC=C(F)C=C1)[OH:2])[H:3]
train,1011,2,added_mix,planar_to_tetrahedral,,"C1=CC=C(COC2=CC([NH2:1])=CC=C2)C=C1.OC(CC1CCCCC1)[C:2](OC(=NC1CCCCC1)NC1CCCCC1)=[O:3]|(1, 2);((2, 3), 3)","C1=CC=C(COC2=CC([NH2:1])=CC=C2)C=C1.OC(CC1CCCCC1)[C:2](OC(=NC1CCCCC1)NC1CCCCC1)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",[O-]C(OC(NC1CCCCC1)=[N:1]C1CCCCC1)(C(O)CC1CCCCC1)[NH+:2](C1=CC=CC(OCC2=CC=CC=C2)=C1)[H:3]
train,10045,0,added_mix,planar_to_tetrahedral,,"CC(C)(C)OC(=O)O[C:1](OC(C)(C)C)=[O:2].COC(=O)C(C1=CC=CC([N+](=O)O)=C1)[NH2:3]|(3, 1);((1, 2), 2)","CC(C)(C)OC(=O)O[C:1](OC(C)(C)C)=[O:2].COC(=O)C(C1=CC=CC([N+](=O)O)=C1)[NH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",COC(=O)C([NH2+][C:1](OC(C)(C)C)([O-:2])[O:3]C(=O)OC(C)(C)C)C1=CC=CC([N+](=O)O)=C1
train,10062,2,added_mix,planar_to_tetrahedral,,"CC1=C([C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])SC(N2CC(C)N(CC3=CC=C(F)C=C3)C2=O)=N1.FC1=CC=C(C[NH2:3])C=C1F|(3, 1);((1, 2), 2)","CC1=C([C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])SC(N2CC(C)N(CC3=CC=C(F)C=C3)C2=O)=N1.FC1=CC=C(C[NH2:3])C=C1F|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC1=C(C([O-])(OC(NC2CCCCC2)=[N:1]C2CCCCC2)[NH+:2](CC2=CC=C(F)C(F)=C2)[H:3])SC(N2CC(C)N(CC3=CC=C(F)C=C3)C2=O)=N1
train,10066,0,added_mix,planar_to_tetrahedral,,"C[S:1](C)=[O:2].O=C(Cl)[C:3](Cl)=[O:4]|((1, 2), 3);((3, 4), 4)","C[S:1](C)=[O:2].O=C(Cl)[C:3](Cl)=[O:4]|((1, 2), 3);((3, 4), 4)|TH(3,'mix',())",C[S+](C)O[C:1](C(=O)Cl)([O-:2])[Cl:3]
train,1012,2,added_mix,planar_to_tetrahedral,,"C1=CC[NH:1]C1.O=C(NC(CC1=CC=CC=C1)C(O)[C:2](OC(=NC1CCCCC1)NC1CCCCC1)=[O:3])C1=CC2=CC(Cl)=CC=C2N1|(1, 2);((2, 3), 3)","C1=CC[NH:1]C1.O=C(NC(CC1=CC=CC=C1)C(O)[C:2](OC(=NC1CCCCC1)NC1CCCCC1)=[O:3])C1=CC2=CC(Cl)=CC=C2N1|(1, 2);((2, 3), 3)|TH(2,'mix',())",O=C(NC(CC1=CC=CC=C1)C(O)C([O-])(OC(NC1CCCCC1)=[N:1]C1CCCCC1)[N+:2]1([H:3])CC=CC1)C1=CC2=CC(Cl)=CC=C2N1
train,10056,0,added_mix,planar_to_tetrahedral,,"CC1=NN(C)C(C(=O)NC2=CC(OC3=CN4C=C([NH2:1])N=C4C=C3)=CC=C2F)=C1.Cl[C:2](C1CC1)=[O:3]|(1, 2);((2, 3), 3)","CC1=NN(C)C(C(=O)NC2=CC(OC3=CN4C=C([NH2:1])N=C4C=C3)=CC=C2F)=C1.Cl[C:2](C1CC1)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",CC1=NN(C)C(C(=O)NC2=CC(OC3=CN4C=C([NH2+][C:1](C5CC5)([O-:2])[Cl:3])N=C4C=C3)=CC=C2F)=C1
train,10058,0,added_mix,planar_to_tetrahedral,,"C1=CC2=NC([NH2:1])=NN2C(C2=COC=C2)=C1.CC(=O)N1CCC([C:2](Cl)=[O:3])CC1|(1, 2);((2, 3), 3)","C1=CC2=NC([NH2:1])=NN2C(C2=COC=C2)=C1.CC(=O)N1CCC([C:2](Cl)=[O:3])CC1|(1, 2);((2, 3), 3)|TH(2,'mix',())",CC(=O)N1CCC([C:1]([NH2+]C2=NN3C(C4=COC=C4)=CC=CC3=N2)([O-:2])[Cl:3])CC1
train,10065,3,no_matching_mode,planar_to_tetrahedral,,"COC(=O)C1=CC(C(SC[C:1](C2=CC=C(C(F)(F)F)C=C2)=[OH+:2])=[NH:3])=CC=C1|(3, 1);((1, 2), 2)","COC(=O)C1=CC(C(SC[C:1](C2=CC=C(C(F)(F)F)C=C2)=[OH+:2])=[NH:3])=CC=C1|(3, 1);((1, 2), 2)",COC(=O)C1=CC(C2=[N+:1]([H:2])C(O)(C3=CC=C(C(F)(F)F)C=C3)CS2)=CC=C1.[Br-:3]
train,10090,0,added_mix,planar_to_tetrahedral,,"C[S:1](C)=[O:2].O=C(Cl)[C:3](Cl)=[O:4]|((1, 2), 3);((3, 4), 4)","C[S:1](C)=[O:2].O=C(Cl)[C:3](Cl)=[O:4]|((1, 2), 3);((3, 4), 4)|TH(3,'mix',())",C[S+](C)O[C:1](C(=O)Cl)([O-:2])[Cl:3]
train,1035,2,added_mix,planar_to_tetrahedral,,"C1=CC=C(C2(C3=CC=CC=C3)CCSC3C[NH:1]CC32)C=C1.CN(C)C1=C(C[C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])C=CC=C1|(1, 2);((2, 3), 3)","C1=CC=C(C2(C3=CC=CC=C3)CCSC3C[NH:1]CC32)C=C1.CN(C)C1=C(C[C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])C=CC=C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",CN(C)C1=C(CC([O-])(OC(NC2CCCCC2)=[N:1]C2CCCCC2)[N+:2]2([H:3])CC3SCCC(C4=CC=CC=C4)(C4=CC=CC=C4)C3C2)C=CC=C1
train,10100,2,added_mix,planar_to_tetrahedral,,"CC1=NC(C)=C(C2=CC=C(C3=CC=C(C[C:1](OC(=NC4CCCCC4)NC4CCCCC4)=[O:2])C=C3Cl)C=C2)N=C1C(N)=O.CCOC(=O)C1CC[NH:3]CC1|(3, 1);((1, 2), 2)","CC1=NC(C)=C(C2=CC=C(C3=CC=C(C[C:1](OC(=NC4CCCCC4)NC4CCCCC4)=[O:2])C=C3Cl)C=C2)N=C1C(N)=O.CCOC(=O)C1CC[NH:3]CC1|(3, 1);((1, 2), 2)|TH(1,'mix',())",CCOC(=O)C1CC[N+:1](C([O-])(CC2=CC=C(C3=CC=C(C4=C(C)N=C(C)C(C(N)=O)=N4)C=C3)C(Cl)=C2)OC(NC2CCCCC2)=[N:2]C2CCCCC2)([H:3])CC1
train,10094,2,added_mix,planar_to_tetrahedral,,"CC1=C([C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])C=NN1C1=CC=C(F)C=C1F.N#CC1=CC([NH2:3])=CC=C1N1CCN(CCO)CC1|(3, 1);((1, 2), 2)","CC1=C([C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])C=NN1C1=CC=C(F)C=C1F.N#CC1=CC([NH2:3])=CC=C1N1CCN(CCO)CC1|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC1=C(C([O-])(OC(NC2CCCCC2)=[N:1]C2CCCCC2)[NH+:2](C2=CC(C#N)=C(N3CCN(CCO)CC3)C=C2)[H:3])C=NN1C1=CC=C(F)C=C1F
train,10073,1,added_mix,planar_to_tetrahedral,,"C[C:1](N(CCCN1C(=O)C2=CC=CC=C2C1=O)C1=CC=C(C2=CC(=O)C3=C(N)C=CC(F)=C3O2)C=C1)=[OH+:2].[OH2:3]|(3, 1);((1, 2), 2)","C[C:1](N(CCCN1C(=O)C2=CC=CC=C2C1=O)C1=CC=C(C2=CC(=O)C3=C(N)C=CC(F)=C3O2)C=C1)=[OH+:2].[OH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC(O)([N:1](CCCN1C(=O)C2=CC=CC=C2C1=O)C1=CC=C(C2=CC(=O)C3=C(N)C=CC(F)=C3O2)C=C1)[OH+:2][H:3]
train,10067,3,no_matching_mode,planar_to_tetrahedral,,"N#CC1=CC([C:1](CSC(N)=[NH:2])=[OH+:3])=CC=C1|(2, 1);((1, 3), 3)","N#CC1=CC([C:1](CSC(N)=[NH:2])=[OH+:3])=CC=C1|(2, 1);((1, 3), 3)",N#CC1=CC(C2(O)CSC(N)=[N+:1]2[H:2])=CC=C1.[Br-:3]
train,10072,0,added_mix,planar_to_tetrahedral,,"COC1=C([CH:1]=[O:2])N=CC=N1.O=C(CC1CC[NH:3]CC1)C1=CC=CC=C1F.[H+:4]|(3, 1);((1, 2), 4)","COC1=C([CH:1]=[O:2])N=CC=N1.O=C(CC1CC[NH:3]CC1)C1=CC=CC=C1F.[H+:4]|(3, 1);((1, 2), 4)|TH(1,'mix',())",COC1=C(C([N+:1]2([H:2])CCC(CC(=O)C3=CC=CC=C3F)CC2)[OH:3])N=CC=N1
train,10083,2,added_mix,planar_to_tetrahedral,,"C1CCC(C[NH2:1])OC1.CCCCCCC=C[C:2](OC(=NC1CCCCC1)NC1CCCCC1)=[O:3]|(1, 2);((2, 3), 3)","C1CCC(C[NH2:1])OC1.CCCCCCC=C[C:2](OC(=NC1CCCCC1)NC1CCCCC1)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",CCCCCCC=CC([O-])(OC(NC1CCCCC1)=[N:1]C1CCCCC1)[NH+:2](CC1CCCCO1)[H:3]
train,10082,2,added_mix,planar_to_tetrahedral,,"CC1=CC([NH2:1])=CC(C)=C1O.COC1=CC(C=C[C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])=C(OC)C=C1|(1, 2);((2, 3), 3)","CC1=CC([NH2:1])=CC(C)=C1O.COC1=CC(C=C[C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])=C(OC)C=C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",COC1=CC(C=CC([O-])(OC(NC2CCCCC2)=[N:1]C2CCCCC2)[NH+:2](C2=CC(C)=C(O)C(C)=C2)[H:3])=C(OC)C=C1
train,10093,0,added_mix,planar_to_tetrahedral,,"CC(C)(C)[Si](C)(C)OC1=CC(O[Si](C)(C)C(C)(C)C)=CC([CH:1]=[O:2])=C1.CCOC(=O)C(C)(C)[NH2:3].[H+:4]|(3, 1);((1, 2), 4)","CC(C)(C)[Si](C)(C)OC1=CC(O[Si](C)(C)C(C)(C)C)=CC([CH:1]=[O:2])=C1.CCOC(=O)C(C)(C)[NH2:3].[H+:4]|(3, 1);((1, 2), 4)|TH(1,'mix',())",CCOC(=O)C(C)(C)[NH+:1](C(C1=CC(O[Si](C)(C)C(C)(C)C)=CC(O[Si](C)(C)C(C)(C)C)=C1)[OH:2])[H:3]
train,10074,0,no_matching_mode,planar_to_tetrahedral,,"CC1=C[C:1](=[O:2])CC(C2=CC=CC=C2F)C1.[H:3][BH3-:4]|((4, 3), 1);((1, 2), 2)","CC1=C[C:1](=[O:2])CC(C2=CC=CC=C2F)C1.[H:3][BH3-:4]|((4, 3), 1);((1, 2), 2)",CC1=CC([O-:1])CC(C2=CC=CC=C2F)C1.C[O:2][H:3]
train,10080,0,added_mix,planar_to_tetrahedral,,"COC1=CC(C)=C(O[C:1](C)=[O:2])C=C1NC(C)=O.[OH-:3]|(3, 1);((1, 2), 2)","COC1=CC(C)=C(O[C:1](C)=[O:2])C=C1NC(C)=O.[OH-:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",COC1=CC(C)=C([O:1][C:2](C)(O)[O-:3])C=C1NC(C)=O
train,10078,0,added_mix,planar_to_tetrahedral,,"COC(=O)C(C)(C1=CC(Br)=CC=C1F)[NH2:1].ClC[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)","COC(=O)C(C)(C1=CC(Br)=CC=C1F)[NH2:1].ClC[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",COC(=O)C(C)([NH2+][C:1](CCl)([O-:2])[Cl:3])C1=CC(Br)=CC=C1F
